apiVersions,capabilities,capacity,costs,family,kind,locationInfo,locations,InstanceType,resourceType,restrictions,size,tier,Region,Price,SpotPrice,AcceleratorName,AcceleratorCount,MemoryGiB,GpuInfo
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '64000'}, {'name': 'CachedDiskBytes', 'value': '858993459200'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '805306368'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardESv4Family,,"[{'location': 'southcentralus', 'zoneDetails': [{'Name': ['3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['3', '2', '1']}]",['southcentralus'],Standard_E32s_v4,virtualMachines,[],E32s_v4,Standard,southcentralus,2.419,0.416794,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '64000'}, {'name': 'CachedDiskBytes', 'value': '858993459200'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '805306368'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv4Family,,"[{'location': 'westcentralus', 'zoneDetails': [], 'zones': []}]",['westcentralus'],Standard_E32s_v4,virtualMachines,[],E32s_v4,Standard,westcentralus,2.419,0.245045,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '64000'}, {'name': 'CachedDiskBytes', 'value': '858993459200'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '805306368'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'False'}]",,,standardESv4Family,,"[{'location': 'westus', 'zoneDetails': [], 'zones': []}]",['westus'],Standard_E32s_v4,virtualMachines,[],E32s_v4,Standard,westus,2.24,0.358624,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '64000'}, {'name': 'CachedDiskBytes', 'value': '858993459200'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '805306368'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv4Family,,"[{'location': 'westus2', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['westus2'],Standard_E32s_v4,virtualMachines,[],E32s_v4,Standard,westus2,2.016,0.69552,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv5Family,,"[{'location': 'centralus', 'zoneDetails': [{'Name': ['3', '2', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['3', '2', '1']}]",['centralus'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,centralus,2.278,0.524851,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv5Family,,"[{'location': 'eastus', 'zoneDetails': [{'Name': ['2', '1', '3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '1', '3']}]",['eastus'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,eastus,2.016,0.718502,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv5Family,,"[{'location': 'eastus2', 'zoneDetails': [{'Name': ['3', '1', '2'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['3', '1', '2']}]",['eastus2'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,eastus2,2.016,0.609638,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardESv5Family,,"[{'location': 'northcentralus', 'zoneDetails': [], 'zones': []}]",['northcentralus'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,northcentralus,2.016,0.412877,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardESv5Family,,"[{'location': 'southcentralus', 'zoneDetails': [], 'zones': ['3', '1']}]",['southcentralus'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,southcentralus,2.419,0.495411,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'False'}]",,,standardESv5Family,,"[{'location': 'westus', 'zoneDetails': [], 'zones': []}]",['westus'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,westus,2.24,0.458752,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '0'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '308000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '2097152000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '2097152000'}, {'name': 'UncachedDiskIOPS', 'value': '51200'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '907018240'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardESv5Family,,"[{'location': 'westus2', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['westus2'],Standard_E32s_v5,virtualMachines,[],E32s_v5,Standard,westus2,2.016,0.711446,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'centralus', 'zoneDetails': [], 'zones': ['2', '3', '1']}]",['centralus'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,centralus,2.334,0.671959,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'eastus', 'zoneDetails': [], 'zones': ['3', '2', '1']}]",['eastus'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,eastus,2.016,0.791078,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'eastus2', 'zoneDetails': [], 'zones': ['2', '1', '3']}]",['eastus2'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,eastus2,2.128,0.847795,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'northcentralus', 'zoneDetails': [], 'zones': []}]",['northcentralus'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,northcentralus,2.016,0.355622,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'southcentralus', 'zoneDetails': [], 'zones': ['1', '2', '3']}]",['southcentralus'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,southcentralus,2.333,0.411541,,,256,
,"[{'name': 'MaxResourceVolumeMB', 'value': '819200'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '32'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1'}, {'name': 'MemoryGB', 'value': '256'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'False'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS,PaaS'}, {'name': 'vCPUsAvailable', 'value': '32'}, {'name': 'ACUs', 'value': '160'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '48000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '786432000'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '393216000'}, {'name': 'EphemeralOSDiskSupported', 'value': 'False'}, {'name': 'EncryptionAtHostSupported', 'value': 'False'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardEv3Family,,"[{'location': 'westcentralus', 'zoneDetails': [], 'zones': []}]",['westcentralus'],Standard_E32_v3,virtualMachines,[],E32_v3,Standard,westcentralus,2.333,0.313555,,,256,
